Escherichia coli str. K-12 substr. MG1655, complete genome. (ncbi_taxid:511145) - 1..4641652

4511 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
462778..463206	-	429	NP_418410.1	rplK	b3983			50S ribosomal subunit protein L11
462070..462774	-	705	NP_418411.1	rplA	b3984			50S ribosomal subunit protein L1
461160..461657	-	498	NP_418412.1	rplJ	b3985			50S ribosomal subunit protein L10
460728..461093	-	366	NP_418413.1	rplL	b3986			50S ribosomal subunit protein L12
456380..460408	-	4029	NP_418414.1	rpoB	b3987			RNA polymerase subunit beta
452080..456303	-	4224	NP_418415.1	rpoC	b3988			RNA polymerase subunit beta'
451328..451867	-	540	NP_418416.1	yjaZ	b3989			protein YjaZ
451166..451326	+	161		sroH	b4691			small RNA SroH
449785..450918	+	1134	NP_418417.1	thiH	b3990			2-iminoacetate synthase
449018..449788	+	771	NP_418418.2	thiG	b3991			1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
448816..449016	+	201	YP_026279.1	thiS	b4407			sulfur carrier protein ThiS
448077..448832	+	756	NP_418420.4	thiF	b3992			sulfur carrier protein ThiS adenylyltransferase
447449..448084	+	636	NP_418421.1	thiE	b3993			thiamine phosphate synthase
445554..447449	+	1896	NP_418422.1	thiC	b3994			phosphomethylpyrimidine synthase
444845..445321	+	477	NP_418423.1	rsd	b3995			regulator of sigma D
443977..444750	-	774	YP_026280.1	nudC	b3996			RNA decapping hydrolase
442873..443937	-	1065	NP_418425.1	hemE	b3997			uroporphyrinogen decarboxylase
442192..442863	-	672	NP_418426.2	nfi	b3998			endonuclease V
441559..442149	-	591	NP_418427.1	yjaG	b3999			DUF416 domain-containing protein YjaG
441100..441372	-	273	NP_418428.1	hupA	b4000			DNA-binding protein HU-alpha
440392..441087	-	696	NP_418429.1	yjaH	b4001			DUF1481 domain-containing protein YjaH
439965..440390	+	426	NP_418430.2	zraP	b4002			signaling pathway modulator ZraP
438330..439727	-	1398	NP_418431.1	zraS	b4003			sensor histidine kinase ZraS
437008..438333	-	1326	NP_418432.1	zraR	b4004			DNA-binding transcriptional activator ZraR
435722..437011	+	1290	NP_418433.1	purD	b4005			phosphoribosylamine--glycine ligase
434121..435710	+	1590	NP_418434.1	purH	b4006			bifunctional AICAR transformylase/IMP cyclohydrolase
431965..433506	-	1542		rrsE	b4007			16S ribosomal RNA
431804..431879	-	76		gltV	b4008			tRNA-Glu
428707..431610	-	2904		rrlE	b4009			23S ribosomal RNA
428494..428613	-	120		rrfE	b4010			5S ribosomal RNA
428036..428419	-	384	NP_418435.1	yjaA	b4011			stress response protein
427530..427973	+	444	NP_418436.1	yjaB	b4012			peptidyl-lysine N-acetyltransferase YjaB
426444..427373	-	930	NP_418437.1	metA	b4013			homoserine O-succinyltransferase
424574..426175	-	1602	NP_418438.1	aceB	b4014			malate synthase A
423240..424544	-	1305	NP_418439.1	aceA	b4015			isocitrate lyase
421321..423057	-	1737	NP_418440.1	aceK	b4016			isocitrate dehydrogenase kinase/phosphatase
422690..422774	-	85		aceK-int	b4830			small RNA AceK-int
419166..421352	+	2187	NP_418441.1	arpA	b4017			regulator of acetyl CoA synthetase
418025..418849	+	825	NP_418442.2	iclR	b4018			DNA-binding transcriptional repressor IclR
414142..417825	-	3684	NP_418443.1	metH	b4019			cobalamin-dependent methionine synthase
412291..413922	-	1632	NP_418444.1	yjbB	b4020			putative inorganic phosphate export protein YjbB
411511..412200	+	690	NP_418445.1	pepE	b4021			peptidase E
410427..411299	-	873	NP_418446.1	rluF	b4022			23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase
410022..410294	+	273	NP_418447.1	yjbD	b4023			DUF3811 domain-containing protein YjbD
408420..409769	+	1350	NP_418448.1	lysC	b4024			aspartate kinase III
406246..407895	-	1650	NP_418449.1	pgi	b4025			glucose-6-phosphate isomerase
405505..405747	-	243	NP_418450.1	yjbE	b4026			uncharacterized protein YjbE
404753..405391	-	639	NP_418451.4	yjbF	b4027			lipoprotein YjbF
404019..404756	-	738	NP_418452.1	yjbG	b4028			capsule biosynthesis GfcC family protein YjbG
401923..404019	-	2097	NP_418453.1	yjbH	b4029			putative lipoprotein YjbH
401598..401876	+	279	YP_001165332.1	yjbT	b4620			PF17089 family protein YjbT
400918..401328	-	411	NP_418454.1	psiE	b4030			putative phosphate starvation-inducible protein PsiE
399399..400874	+	1476	NP_418455.1	xylE	b4031			D-xylose:H(+) symporter
399020..399122	+	103		malH	b4807			small regulatory RNA MalH
398137..399027	+	891	NP_418456.1	malG	b4032			maltose ABC transporter membrane subunit MalG
396578..398122	+	1545	NP_418457.1	malF	b4033			maltose ABC transporter membrane subunit MalF
395234..396424	+	1191	NP_418458.1	malE	b4034			maltose ABC transporter periplasmic binding protein
393754..394869	-	1116	NP_418459.1	malK	b4035			maltose ABC transporter ATP binding subunit
392342..393682	-	1341	NP_418460.1	lamB	b4036			maltose outer membrane channel/phage lambda receptor protein
391179..392099	-	921	NP_418461.1	malM	b4037			maltose regulon periplasmic protein
388650..389147	-	498	NP_418463.4	ubiC	b4039			chorismate lyase
387765..388637	-	873	NP_418464.1	ubiA	b4040			4-hydroxybenzoate octaprenyltransferase
385187..387610	+	2424	NP_418465.4	plsB	b4041			glycerol-3-phosphate 1-O-acyltransferase
384648..385016	-	369	NP_418466.1	dgkA	b4042			diacylglycerol kinase
383930..384538	-	609	NP_418467.1	lexA	b4043			DNA-binding transcriptional repressor LexA
382532..383911	-	1380	NP_418468.3	dinF	b4044			DNA damage-inducible protein F
382207..382416	-	210	NP_418469.1	yjbJ	b4045			putative stress response protein YjbJ
381650..382165	+	516	NP_418470.4	zur	b4046			DNA-binding transcriptional repressor Zur
381078..381332	-	255	NP_418471.1	yjbL	b4047			uncharacterized protein YjbL
380347..381054	-	708	NP_418472.1	yjbM	b4048			DUF2713 domain-containing protein YjbM
378947..379984	-	1038	NP_418473.3	dusA	b4049			tRNA-dihydrouridine synthase A
378571..378813	-	243	NP_418474.4	pspG	b4050			phage shock protein G
378404..378514	-	111		pspH	b4758			small regulatory RNA PspH
377422..378405	+	984	NP_418475.1	qorA	b4051			putative quinone oxidoreductase 1
375924..377339	-	1416	NP_418476.1	dnaB	b4052			replicative DNA helicase
374792..375871	-	1080	NP_418477.1	alr	b4053			alanine racemase 1
373346..374539	-	1194	NP_418478.1	tyrB	b4054			tyrosine aminotransferase
372641..372844	+	204	YP_001165333.1	yjbS	b4621			uncharacterized protein YjbS
371526..372239	-	714	NP_418479.1	aphA	b4055			acid phosphatase/phosphotransferase
370999..371415	-	417	NP_418480.1	yjbQ	b4056			PF01894 family protein YjbQ
370639..370995	-	357	NP_418481.1	yjbR	b4057			PF04237 family protein YjbR
367782..370604	+	2823	NP_418482.1	uvrA	b4058			UvrABC excision nuclease subunit A
366992..367528	-	537	NP_418483.1	ssb	b4059			ssDNA-binding protein
366612..366893	+	282	NP_418484.4	yjcB	b4060			uncharacterized protein YjcB
364596..366182	-	1587	NP_418485.1	pdeC	b4061			c-di-GMP phosphodiesterase PdeC
364270..364593	+	324	NP_418486.1	soxS	b4062			DNA-binding transcriptional dual regulator SoxS
363720..364184	-	465	NP_418487.1	soxR	b4063			DNA-binding transcriptional dual regulator SoxR
363587..363727	+	141		ryjA	b4459			small RNA RyjA
361825..363174	-	1350	NP_418488.1	ghxP	b4064			guanine/hypoxanthine transporter GhxP
360024..361673	-	1650	NP_418489.1	yjcE	b4065			putative transporter YjcE
358578..359870	+	1293	NP_418490.1	yjcF	b4066			pentapeptide repeat-containing protein YjcF
356751..358400	+	1650	NP_418491.1	actP	b4067			acetate/glycolate:cation symporter
356440..356754	+	315	NP_418492.1	yjcH	b4068			DUF485 domain-containing inner membrane protein YjcH
354282..356240	+	1959	NP_418493.1	acs	b4069			acetyl-CoA synthetase (AMP-forming)
353986..354042	-	57	YP_010283918.1	ytcB	b4821			protein YtcB
352453..353889	-	1437	NP_418494.1	nrfA	b4070			cytochrome c552 nitrite reductase
351842..352408	-	567	NP_418495.2	nrfB	b4071			periplasmic nitrite reductase penta-heme c-type cytochrome
351174..351845	-	672	NP_418496.1	nrfC	b4072			putative menaquinol-cytochrome c reductase 4Fe-4S subunit
350221..351177	-	957	NP_418497.1	nrfD	b4073			putative menaquinol-cytochrome c reductase subunit NrfD
348483..350141	-	1659	NP_418498.1	nrfE	b4074			putative cytochrome c-type biogenesis protein NrfE
348107..348490	-	384	NP_418499.1	nrfF	b4075			putative formate-dependent nitrite reductase complex subunit NrfF
347514..348110	-	597	NP_418500.1	nrfG	b4076			putative formate-dependent nitrite reductase complex subunit NrfG
345859..347172	-	1314	NP_418501.1	gltP	b4077			glutamate/aspartate : H(+) symporter GltP
344528..345217	+	690	NP_418502.1	yjcO	b4078			Sel1 repeat-containing protein YjcO
342287..344434	+	2148	NP_418503.1	fdhF	b4079			formate dehydrogenase H
340623..342089	+	1467	NP_418504.1	mdtP	b4080			putative multidrug efflux pump outer membrane channel
338575..340626	+	2052	NP_418505.2	mdtO	b4081			putative multidrug efflux pump subunit MdtO
337544..338575	+	1032	NP_418506.1	mdtN	b4082			putative multidrug efflux pump membrane fusion protein
337250..337525	+	276	YP_001165334.1	ytcA	b4622			putative lipoprotein YtcA
335056..337041	+	1986	NP_418507.2	yjcS	b4083			linear primary-alkylsulfatase
333854..334783	+	930	NP_418508.1	alsK	b4084			D-allose kinase
333175..333870	+	696	NP_418509.1	alsE	b4085			D-allulose-6-phosphate 3-epimerase
332184..333164	+	981	NP_418510.1	alsC	b4086			D-allose ABC transporter membrane subunit
330673..332205	+	1533	NP_418511.1	alsA	b4087			D-allose ABC transporter ATP binding subunit
329611..330546	+	936	NP_418512.1	alsB	b4088			D-allose ABC transporter periplasmic binding protein
328662..329552	+	891	NP_418513.4	alsR	b4089			DNA-binding transcriptional repressor AlsR
327854..328303	-	450	NP_418514.1	rpiB	b4090			allose-6-phosphate isomerase/ribose-5-phosphate isomerase B
327456..327785	-	330	YP_026281.1	yjdP	b4487			protein YjdP
326551..327309	+	759	NP_418516.1	phnP	b4092			5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase
326115..326549	+	435	NP_418517.1	phnO	b4093			aminoalkylphosphonate N-acetyltransferase
325571..326128	+	558	NP_418518.1	phnN	b4094			ribose 1,5-bisphosphate phosphokinase
324435..325571	+	1137	NP_418519.1	phnM	b4095			RPnTP hydrolase
323758..324438	+	681	NP_418520.1	phnL	b4096			methylphosphonate degradation complex subunit PhnL
322889..323647	+	759	YP_026282.1	phnK	b4097			carbon-phosphorus lyase subunit PhnK
322047..322892	+	846	NP_418522.1	phnJ	b4098			carbon-phosphorus lyase core complex subunit PhnJ
320990..322054	+	1065	NP_418523.1	phnI	b4099			carbon-phosphorus lyase core complex subunit PhnI
320406..320990	+	585	NP_418524.1	phnH	b4100			carbon-phosphorus lyase core complex subunit PhnH
319957..320409	+	453	NP_418525.1	phnG	b4101			carbon-phosphorus lyase core complex subunit PhnG
319231..319956	+	726	NP_418526.1	phnF	b4102			putative transcriptional regulator PhnF
317301..318317	+	1017	NP_418529.1	phnD	b4105			phosphonate/phosphate ABC transporter periplasmic binding protein
316488..317276	+	789	NP_418530.1	phnC	b4106			phosphonate/phosphate ABC transporter ATP binding subunit
315912..316355	+	444	NP_418531.1	yjdN	b4107			PF06983 family protein YjdN
314919..315254	+	336	NP_418532.1	yjdM	b4108			zinc ribbon domain-containing protein YjdM
312290..314518	-	2229	NP_418533.1	rdcA	b4109			regulator of diguanylate cyclase RdcA
311415..312293	-	879	NP_418534.4	rdcB	b4110			regulator of diguanylate cyclase RdcB
309649..311151	-	1503	NP_418535.1	proP	b4111			osmolyte:H(+) symporter ProP
309448..309537	-	90	YP_004831120.1	pmrR	b4703			small regulatory membrane protein PmrR
308381..309472	+	1092	NP_418536.1	basS	b4112			sensor histidine kinase BasS
307703..308371	+	669	NP_418537.1	basR	b4113			DNA-binding transcriptional dual regulator BasR
306063..307706	+	1644	NP_418538.2	eptA	b4114			phosphoethanolamine transferase EptA
304622..305959	+	1338	NP_418539.1	adiC	b4115			arginine:agmatine antiporter
303724..304485	+	762	NP_418540.1	adiY	b4116			DNA-binding transcriptional activator AdiY
301132..303399	+	2268	NP_418541.2	adiA	b4117			arginine decarboxylase, degradative
300025..300933	+	909	NP_418542.1	melR	b4118			DNA-binding transcriptional dual regulator MelR
298387..299742	-	1356	NP_418543.1	melA	b4119			alpha-galactosidase
296863..298284	-	1422	NP_418544.2	melB	b4120			melibiose:H(+)/Na(+)/Li(+) symporter
296095..296724	+	630	NP_418545.1	yjdF	b4121			DUF2238 domain-containing inner membrane protein YjdF
294327..295973	+	1647	NP_418546.1	fumB	b4122			fumarase B
292909..294249	+	1341	NP_418547.1	dcuB	b4123			anaerobic C4-dicarboxylate transporter DcuB
291619..292338	+	720	NP_418548.1	dcuR	b4124			DNA-binding transcriptional activator DcuR
289991..291622	+	1632	NP_418549.1	dcuS	b4125			sensor histidine kinase DcuS
289580..289810	-	231	NP_418550.1	yjdI	b4126			PF06902 family protein YjdI
289296..289568	-	273	NP_418551.1	yjdJ	b4127			putative N-acetyltransferase YjdJ
288773..289069	-	297	NP_418552.1	ghoS	b4128			antitoxin of the GhoTS toxin-antitoxin system
288572..288745	-	174	YP_588474.1	ghoT	b4559			toxin of the GhoTS toxin-antitoxin system
286936..288453	+	1518	NP_418553.1	lysU	b4129			lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase
285242..286699	+	1458	NP_418554.1	dtpC	b4130			dipeptide/tripeptide:H(+) symporter DtpC
283036..285183	+	2148	NP_418555.1	cadA	b4131			lysine decarboxylase 1
281622..282956	+	1335	NP_418556.1	cadB	b4132			lysine:cadaverine antiporter
279719..281257	+	1539	NP_418557.1	cadC	b4133			DNA-binding transcriptional activator CadC
279027..279102	+	76		pheU	b4134			tRNA-Phe
278345..278920	+	576	NP_418558.2	yjdC	b4135			putative DNA-binding transcriptional regulator YjdC
276611..278308	+	1698	NP_418559.1	dsbD	b4136			thiol-disulfide exchange protein DsbD
276297..276635	+	339	NP_418560.1	cutA	b4137			copper binding protein CutA
274880..276181	+	1302	NP_418561.1	dcuA	b4138			C4-dicarboxylate transporter DcuA
274702..274814	+	113		aspX	b4825			small regulatory RNA AspX
273326..274762	+	1437	NP_418562.4	aspA	b4139			aspartate ammonia-lyase
272513..272989	-	477	NP_418564.2	fxsA	b4140			protein FxsA
271241..272497	+	1257	NP_418565.1	yjeH	b4141			L-methionine/branched chain amino acid exporter
270672..270965	-	294	NP_418566.1	groS	b4142			cochaperonin GroES
268982..270628	-	1647	NP_418567.1	groL	b4143			chaperonin GroEL
268491..268844	-	354	NP_418568.2	yjeI	b4144			DUF4156 domain-containing lipoprotein YjeI
267419..268288	+	870	NP_418569.1	yjeJ	b4145			protein YjeJ
265996..267024	+	1029	NP_418570.1	epmB	b4146			lysine 2,3-aminomutase
265388..265954	-	567	NP_418571.1	efp	b4147			protein chain elongation factor EF-P
265211..265336	-	126	YP_026283.1	ecnA	b4410			entericidin A lipoprotein, antidote to entericidin B
264954..265100	-	147	YP_026284.1	ecnB	b4411			bacteriolytic entericidin B lipoprotein
264461..264778	-	318	NP_418572.4	gdx	b4148			guanidinium exporter
263931..264464	+	534	NP_418573.1	blc	b4149			outer membrane lipoprotein Blc
262709..263842	+	1134	NP_418574.1	ampC	b4150			beta-lactamase
262287..262646	+	360	NP_418575.1	frdD	b4151			fumarate reductase membrane protein FrdD
261881..262276	+	396	NP_418576.1	frdC	b4152			fumarate reductase membrane protein FrdC
261136..261870	+	735	NP_418577.1	frdB	b4153			fumarate reductase iron-sulfur protein
259335..261143	+	1809	NP_418578.1	frdA	b4154			fumarate reductase flavoprotein subunit
258033..259010	-	978	NP_418579.2	epmA	b4155			EF-P-lysine lysyltransferase
256312..257814	-	1503	NP_418580.2	yjeM	b4156			putative transporter YjeM
255946..256260	-	315	NP_418581.1	yjeN	b4157			uncharacterized protein YjeN
255635..255949	-	315	NP_418582.1	yjeO	b4158			DUF2645 domain-containing inner membrane protein YjeO
252283..255606	+	3324	NP_418583.1	mscM	b4159			miniconductance mechanosensitive channel MscM
251293..252261	+	969	NP_418584.1	psd	b4160			phosphatidylserine decarboxylase proenzyme
250144..251196	+	1053	NP_418585.4	rsgA	b4161			ribosome small subunit-dependent GTPase A
249504..250049	-	546	NP_418586.4	orn	b4162			oligoribonuclease
249218..249293	-	76		glyV	b4163			tRNA-Gly
249106..249181	-	76		glyX	b4164			tRNA-Gly
248995..249070	-	76		glyY	b4165			tRNA-Gly
248708..248761	-	54	YP_002791261.1	yjeV	b4670			uncharacterized protein YjeV
247586..248725	+	1140	NP_418587.1	queG	b4166			epoxyqueuosine reductase
246040..247587	-	1548	NP_418588.1	nnr	b4167			NAD(P)HX epimerase/NAD(P)HX dehydratase
245607..246068	-	462	NP_418589.1	tsaE	b4168			N(6)-L-threonylcarbamoyladenine synthase, TsaE subunit
244251..245588	-	1338	NP_418590.1	amiB	b4169			N-acetylmuramoyl-L-alanine amidase B
242394..244241	-	1848	NP_418591.1	mutL	b4170			DNA mismatch repair protein MutL
241451..242401	-	951	NP_418592.1	miaA	b4171			tRNA dimethylallyltransferase
241057..241365	-	309	NP_418593.1	hfq	b4172			RNA-binding protein Hfq
239701..240981	-	1281	NP_418594.1	hflX	b4173			ribosome rescue factor HflX
238356..239615	-	1260	NP_418595.1	hflK	b4174			regulator of FtsH protease
237349..238353	-	1005	NP_418596.1	hflC	b4175			regulator of FtsH protease
237070..237267	-	198	NP_418597.1	yjeT	b4176			DUF2065 domain-containing protein YjeT
235668..236966	-	1299	NP_418598.1	purA	b4177			adenylosuccinate synthetase
235038..235463	-	426	NP_418599.1	nsrR	b4178			DNA-binding transcriptional regulator NsrR
232558..234999	-	2442	NP_418600.4	rnr	b4179			RNase R
231647..232378	-	732	NP_418601.1	rlmB	b4180			23S rRNA 2'-O-ribose G2251 methyltransferase
231119..231520	-	402	NP_418602.1	yjfI	b4181			DUF2170 domain-containing protein YjfI
230402..231100	-	699	NP_418603.1	yjfJ	b4182			PspA family protein YjfJ
229692..230351	-	660	NP_418604.1	yjfK	b4183			DUF2491 domain-containing protein YjfK
229276..229674	-	399	NP_418605.1	yjfL	b4184			DUF350 domain-containing inner membrane protein YjfL
228628..229266	-	639	NP_418606.1	yjfM	b4185			DUF1190 domain-containing protein YjfM
227462..228625	-	1164	NP_418607.1	yjfC	b4186			putative acid--amine ligase YjfC
225753..227378	-	1626	NP_418608.6	aidB	b4187			putative acyl-CoA dehydrogenase AidB
225361..225636	+	276	NP_418609.4	yjfN	b4188			protease activator YjfN
224883..225212	+	330	NP_418610.4	bsmA	b4189			DUF1471 domain-containing putative lipoprotein BsmA
223952..224701	-	750	NP_418611.1	yjfP	b4190			carboxylesterase
223200..223955	+	756	NP_418612.1	ulaR	b4191			DNA-binding transcriptional repressor UlaR
222028..223092	+	1065	NP_418613.2	ulaG	b4192			L-ascorbate-6-phosphate lactonase
220276..221673	-	1398	NP_418614.4	ulaA	b4193			L-ascorbate specific PTS enzyme IIC component
219955..220260	-	306	NP_418615.1	ulaB	b4194			L-ascorbate specific PTS enzyme IIB component
219481..219945	-	465	NP_418616.1	ulaC	b4195			L-ascorbate specific PTS enzyme IIA component
218817..219467	-	651	NP_418617.1	ulaD	b4196			3-keto-L-gulonate-6-phosphate decarboxylase UlaD
217953..218807	-	855	NP_418618.1	ulaE	b4197			L-ribulose-5-phosphate 3-epimerase UlaE
217267..217953	-	687	NP_418619.1	ulaF	b4198			L-ribulose-5-phosphate 4-epimerase UlaF
216862..217137	+	276	NP_418620.1	yjfY	b4199			DUF1471 domain-containing protein YjfY
216140..216535	-	396	NP_418621.5	rpsF	b4200			30S ribosomal subunit protein S6
215819..216133	-	315	NP_418622.1	priB	b4201			primosomal replication protein N
215587..215814	-	228	NP_418623.1	rpsR	b4202			30S ribosomal subunit protein S18
